                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 1.0475,                0.96079,                 1.3025,                0.58794,                0.49028,                0.49734,                0.23413,                 1.9312,                  1.677,                 2.2662,              0.0072478,              0.0072478,              0.0072478
                    141,                 1.0479,                0.95763,                 1.3063,                0.62324,                0.47718,                0.49142,                 0.2283,                 1.9372,                 1.6952,                 2.2786,               0.007228,               0.007228,               0.007228
                    142,                 1.0236,                0.94338,                 1.2856,                0.59857,                0.49473,                0.49522,                0.23117,                 1.9352,                  1.683,                 2.2716,              0.0072082,              0.0072082,              0.0072082
                    143,                 1.0365,                0.93952,                 1.2953,                0.57772,                0.51001,                0.50017,                0.23609,                 1.9201,                 1.6819,                 2.2511,              0.0071884,              0.0071884,              0.0071884
                    144,                 1.0379,                0.93443,                  1.297,                0.61679,                0.48394,                0.50047,                0.23247,                  1.934,                 1.6961,                 2.2584,              0.0071686,              0.0071686,              0.0071686
                    145,                 1.0477,                 0.9546,                 1.2986,                0.62024,                0.48648,                 0.5036,                0.23268,                 1.9325,                 1.6669,                  2.257,              0.0071488,              0.0071488,              0.0071488
                    146,                 1.0196,                0.93178,                 1.2781,                0.63242,                0.48309,                0.49617,                0.23271,                 1.9306,                  1.683,                 2.2621,               0.007129,               0.007129,               0.007129
                    147,                 1.0324,                0.95161,                 1.2855,                0.60295,                0.48521,                0.49966,                0.23655,                 1.9235,                 1.6612,                 2.2561,              0.0071092,              0.0071092,              0.0071092
                    148,                 1.0165,                 0.9231,                 1.2801,                0.63405,                0.47453,                0.50181,                0.23916,                 1.9217,                 1.6612,                  2.271,              0.0070894,              0.0070894,              0.0070894
                    149,                  1.009,                0.91256,                 1.2786,                0.60803,                0.49662,                0.50462,                0.23658,                 1.9264,                 1.6639,                 2.2603,              0.0070696,              0.0070696,              0.0070696
                    150,                 1.0218,                0.92768,                 1.2804,                0.62827,                0.46619,                0.49215,                0.23218,                 1.9235,                 1.6811,                 2.2604,              0.0070498,              0.0070498,              0.0070498
                    151,                 1.0124,                0.91446,                  1.274,                0.61257,                0.48098,                0.49717,                0.23897,                 1.9158,                 1.6668,                   2.25,                0.00703,                0.00703,                0.00703
                    152,                 1.0132,                0.90052,                 1.2729,                 0.6192,                0.47929,                0.49034,                0.23544,                 1.9233,                 1.6612,                 2.2485,              0.0070102,              0.0070102,              0.0070102
                    153,                 1.0072,                0.89612,                 1.2693,                0.64781,                0.48563,                0.50098,                0.23906,                 1.9311,                   1.66,                 2.2523,              0.0069904,              0.0069904,              0.0069904
                    154,                 1.0106,                0.91108,                 1.2757,                0.60374,                0.49493,                0.49418,                0.23357,                 1.9506,                 1.6703,                 2.2877,              0.0069706,              0.0069706,              0.0069706
                    155,                0.99244,                0.89305,                 1.2613,                0.59393,                0.48014,                0.48946,                  0.235,                 1.9535,                 1.6873,                 2.3044,              0.0069508,              0.0069508,              0.0069508
                    156,                 0.9992,                0.89873,                 1.2635,                0.59882,                0.47675,                0.49125,                0.23401,                 1.9575,                 1.6721,                 2.3039,               0.006931,               0.006931,               0.006931
                    157,                0.99174,                0.88531,                 1.2635,                0.59952,                0.49197,                0.49718,                0.23802,                 1.9284,                 1.6555,                  2.275,              0.0069112,              0.0069112,              0.0069112
                    158,                0.99687,                0.89138,                 1.2586,                0.60304,                0.49889,                0.50363,                 0.2359,                  1.946,                 1.6463,                 2.2949,              0.0068914,              0.0068914,              0.0068914
                    159,                 1.0018,                  0.891,                  1.265,                0.59251,                0.49718,                0.49545,                0.23453,                 1.9455,                 1.6568,                 2.2859,              0.0068716,              0.0068716,              0.0068716
                    160,                0.99274,                0.88518,                 1.2588,                0.61599,                0.47802,                0.49592,                0.23592,                 1.9391,                 1.6584,                 2.2814,              0.0068518,              0.0068518,              0.0068518
                    161,                0.98232,                0.87366,                 1.2578,                0.62644,                 0.4848,                0.50234,                0.24041,                  1.921,                 1.6361,                  2.272,               0.006832,               0.006832,               0.006832
                    162,                0.98708,                0.87775,                 1.2583,                 0.6531,                  0.483,                0.50924,                0.24268,                 1.9239,                 1.6342,                 2.2754,              0.0068122,              0.0068122,              0.0068122
                    163,                0.97441,                0.88041,                 1.2509,                0.63068,                0.49367,                0.50621,                0.24322,                 1.9111,                 1.6434,                 2.2735,              0.0067924,              0.0067924,              0.0067924
                    164,                0.98176,                0.86786,                 1.2548,                0.62729,                 0.4887,                0.50896,                0.24289,                 1.9154,                 1.6371,                 2.2822,              0.0067726,              0.0067726,              0.0067726
                    165,                0.98082,                0.86984,                 1.2578,                0.64661,                 0.4645,                 0.5033,                0.24012,                 1.9217,                 1.6485,                 2.2917,              0.0067528,              0.0067528,              0.0067528
                    166,                0.97503,                0.86954,                 1.2492,                0.62659,                 0.4773,                0.49537,                0.23908,                 1.9162,                  1.649,                 2.2948,               0.006733,               0.006733,               0.006733
                    167,                0.97797,                0.85113,                 1.2488,                0.63227,                0.48181,                0.50463,                0.24224,                 1.9313,                 1.6503,                 2.2875,              0.0067132,              0.0067132,              0.0067132
                    168,                0.96574,                 0.8636,                 1.2467,                0.62804,                0.48526,                0.50153,                0.24054,                 1.9419,                 1.6601,                  2.308,              0.0066934,              0.0066934,              0.0066934
                    169,                0.95093,                 0.8449,                 1.2317,                0.63953,                0.46788,                0.49681,                0.23905,                 1.9457,                 1.6523,                 2.3075,              0.0066736,              0.0066736,              0.0066736
                    170,                0.96025,                0.85326,                 1.2375,                0.60458,                0.48436,                0.49093,                0.23428,                 1.9562,                 1.6598,                 2.3225,              0.0066538,              0.0066538,              0.0066538
                    171,                0.97308,                0.86245,                 1.2415,                0.59881,                0.50338,                0.49584,                0.23648,                  1.957,                 1.6638,                 2.3218,               0.006634,               0.006634,               0.006634
                    172,                0.96442,                0.84983,                 1.2426,                0.59434,                0.50972,                0.49559,                0.23596,                 1.9352,                 1.6477,                 2.2918,              0.0066142,              0.0066142,              0.0066142
                    173,                0.95804,                0.85444,                 1.2349,                0.63918,                0.48394,                 0.4985,                0.23772,                 1.9453,                 1.6541,                 2.3015,              0.0065944,              0.0065944,              0.0065944
                    174,                 0.9483,                0.84153,                   1.23,                0.63935,                0.48927,                0.50474,                0.24051,                 1.9378,                 1.6637,                 2.3021,              0.0065746,              0.0065746,              0.0065746
                    175,                0.94786,                0.82957,                 1.2305,                0.62642,                 0.4968,                0.50447,                0.24149,                 1.9345,                 1.6505,                 2.3022,              0.0065548,              0.0065548,              0.0065548
                    176,                0.94913,                0.83354,                 1.2271,                0.62486,                0.49239,                0.50237,                0.24095,                 1.9377,                 1.6501,                 2.3013,               0.006535,               0.006535,               0.006535
                    177,                0.94369,                0.83834,                 1.2336,                0.61582,                0.49493,                0.50459,                 0.2434,                 1.9377,                   1.65,                 2.3003,              0.0065152,              0.0065152,              0.0065152
                    178,                0.96422,                0.83511,                 1.2326,                0.62789,                0.49493,                0.51091,                0.24272,                  1.947,                  1.646,                 2.3067,              0.0064954,              0.0064954,              0.0064954
                    179,                0.94137,                0.83209,                 1.2313,                0.60109,                0.50085,                 0.5018,                0.23984,                 1.9524,                 1.6362,                 2.3176,              0.0064756,              0.0064756,              0.0064756
                    180,                0.94047,                0.82008,                 1.2181,                0.64434,                0.48087,                0.50326,                0.24046,                 1.9528,                 1.6391,                 2.3075,              0.0064558,              0.0064558,              0.0064558
                    181,                0.95309,                0.82926,                 1.2305,                0.61267,                0.49072,                0.49758,                0.23956,                 1.9532,                 1.6418,                 2.3151,               0.006436,               0.006436,               0.006436
                    182,                0.92624,                0.80728,                 1.2166,                0.59885,                0.49577,                 0.4964,                 0.2424,                 1.9409,                 1.6505,                 2.3086,              0.0064162,              0.0064162,              0.0064162
                    183,                0.94684,                0.82427,                 1.2312,                 0.6064,                0.50676,                0.50954,                 0.2452,                 1.9404,                 1.6407,                  2.305,              0.0063964,              0.0063964,              0.0063964
                    184,                0.93232,                 0.8291,                  1.219,                0.61852,                0.50676,                0.51293,                0.24548,                 1.9443,                 1.6497,                 2.3072,              0.0063766,              0.0063766,              0.0063766
                    185,                0.93124,                0.82345,                 1.2145,                0.63672,                0.49155,                0.51532,                0.24699,                 1.9559,                 1.6405,                 2.3222,              0.0063568,              0.0063568,              0.0063568
                    186,                0.92285,                0.80088,                 1.2075,                0.64091,                0.48129,                0.51122,                0.24787,                 1.9467,                 1.6355,                 2.3154,               0.006337,               0.006337,               0.006337
                    187,                 0.9267,                0.81103,                 1.2156,                0.64496,                0.48183,                0.51372,                0.24715,                 1.9581,                 1.6498,                  2.325,              0.0063172,              0.0063172,              0.0063172
                    188,                0.93283,                 0.8183,                 1.2144,                0.63151,                0.49408,                  0.515,                0.24657,                  1.948,                 1.6501,                 2.3203,              0.0062974,              0.0062974,              0.0062974
                    189,                0.92527,                0.80158,                 1.2087,                0.64531,                0.48352,                0.51823,                0.24832,                 1.9438,                 1.6434,                 2.3182,              0.0062776,              0.0062776,              0.0062776
                    190,                0.91714,                0.79324,                 1.2096,                0.65843,                0.48056,                0.51954,                0.24968,                 1.9393,                  1.644,                 2.3108,              0.0062578,              0.0062578,              0.0062578
                    191,                0.91986,                0.80504,                 1.2136,                0.64712,                0.47667,                0.51428,                0.24823,                 1.9451,                 1.6558,                 2.3142,               0.006238,               0.006238,               0.006238
                    192,                 0.9038,                0.78994,                 1.1909,                0.60676,                    0.5,                0.51469,                0.24852,                  1.939,                 1.6586,                  2.307,              0.0062182,              0.0062182,              0.0062182
                    193,                0.89841,                0.78838,                  1.202,                0.63469,                0.47422,                0.50917,                0.24642,                  1.937,                 1.6695,                 2.3021,              0.0061984,              0.0061984,              0.0061984
                    194,                0.90407,                0.78572,                 1.2011,                0.61748,                0.49055,                0.50993,                0.24501,                 1.9399,                 1.6627,                 2.3083,              0.0061786,              0.0061786,              0.0061786
                    195,                   0.91,                0.79375,                 1.2069,                0.65791,                0.47227,                0.50939,                0.24371,                 1.9436,                 1.6552,                 2.3092,              0.0061588,              0.0061588,              0.0061588
                    196,                0.90978,                  0.785,                 1.1989,                 0.6233,                0.49366,                0.51013,                0.24234,                 1.9511,                 1.6623,                 2.3167,               0.006139,               0.006139,               0.006139
                    197,                0.90329,                0.78569,                 1.1951,                0.62236,                0.49197,                0.50898,                0.24152,                 1.9591,                 1.6809,                 2.3248,              0.0061192,              0.0061192,              0.0061192
                    198,                0.89843,                0.77959,                 1.1965,                0.62885,                0.48338,                0.50958,                0.24199,                 1.9583,                  1.676,                 2.3345,              0.0060994,              0.0060994,              0.0060994
                    199,                0.89215,                0.77611,                 1.1848,                0.62339,                0.48972,                0.51099,                0.24356,                 1.9556,                 1.6908,                 2.3279,              0.0060796,              0.0060796,              0.0060796
                    200,                0.89264,                0.78259,                 1.1934,                0.63923,                0.47084,                0.50661,                0.24088,                 1.9599,                 1.7076,                 2.3334,              0.0060598,              0.0060598,              0.0060598
                    201,                0.89036,                 0.7632,                 1.1975,                0.60185,                0.49915,                0.50888,                0.24245,                 1.9582,                 1.7145,                 2.3299,                0.00604,                0.00604,                0.00604
                    202,                0.90576,                 0.7807,                 1.2009,                0.62219,                0.49348,                0.51316,                0.24398,                 1.9569,                 1.7116,                 2.3333,              0.0060202,              0.0060202,              0.0060202
                    203,                0.89966,                0.77959,                 1.1977,                0.61639,                0.48859,                0.50852,                0.24387,                 1.9529,                 1.7114,                 2.3349,              0.0060004,              0.0060004,              0.0060004
                    204,                0.89371,                0.77381,                 1.1947,                0.60944,                0.49239,                 0.5102,                0.24548,                 1.9504,                  1.693,                 2.3346,              0.0059806,              0.0059806,              0.0059806
                    205,                0.89341,                0.75659,                 1.1941,                0.62691,                 0.4907,                0.51022,                0.24604,                 1.9526,                 1.6819,                 2.3383,              0.0059608,              0.0059608,              0.0059608
                    206,                0.89368,                 0.7669,                 1.1894,                0.62481,                0.48848,                0.50444,                0.24161,                 1.9621,                 1.6908,                 2.3505,               0.005941,               0.005941,               0.005941
                    207,                0.87383,                0.74948,                 1.1763,                0.63242,                 0.4776,                0.50051,                0.24148,                 1.9553,                 1.6883,                 2.3421,              0.0059212,              0.0059212,              0.0059212
                    208,                0.87549,                0.76045,                 1.1837,                0.61711,                0.48774,                0.49781,                0.24144,                 1.9634,                 1.6888,                 2.3565,              0.0059014,              0.0059014,              0.0059014
                    209,                0.88845,                0.76845,                  1.194,                0.63108,                0.47464,                0.49383,                0.24038,                 1.9637,                 1.6866,                 2.3653,              0.0058816,              0.0058816,              0.0058816
                    210,                0.88006,                0.75252,                 1.1815,                0.64035,                0.47108,                0.49305,                0.23955,                 1.9653,                 1.6807,                 2.3702,              0.0058618,              0.0058618,              0.0058618
                    211,                0.88012,                0.76385,                  1.182,                0.63557,                0.47675,                0.49653,                0.24012,                 1.9558,                 1.6872,                 2.3565,               0.005842,               0.005842,               0.005842
                    212,                0.87334,                0.75375,                 1.1824,                0.62098,                0.48056,                0.49758,                0.24117,                 1.9541,                 1.6806,                 2.3579,              0.0058222,              0.0058222,              0.0058222
                    213,                0.86557,                0.73666,                 1.1735,                0.64501,                0.47633,                0.50155,                0.24226,                 1.9578,                 1.6818,                 2.3548,              0.0058024,              0.0058024,              0.0058024
                    214,                0.87315,                0.74739,                 1.1739,                0.64177,                0.47476,                0.50037,                0.24112,                 1.9553,                  1.675,                 2.3509,              0.0057826,              0.0057826,              0.0057826
                    215,                0.86741,                0.74129,                 1.1723,                0.63586,                0.47802,                0.50017,                0.24247,                 1.9601,                 1.6813,                  2.359,              0.0057628,              0.0057628,              0.0057628
                    216,                0.86147,                0.72172,                  1.164,                0.63738,                0.47472,                0.50396,                0.24576,                 1.9571,                 1.6808,                 2.3621,               0.005743,               0.005743,               0.005743
                    217,                0.84896,                0.73035,                  1.164,                0.65975,                0.46323,                 0.5038,                 0.2461,                 1.9642,                 1.6834,                 2.3704,              0.0057232,              0.0057232,              0.0057232
                    218,                0.86246,                0.73723,                 1.1693,                0.64513,                0.46999,                0.50325,                0.24478,                 1.9738,                 1.6842,                 2.3855,              0.0057034,              0.0057034,              0.0057034
                    219,                0.86036,                0.73504,                 1.1703,                0.60495,                 0.4962,                0.50459,                0.24538,                 1.9772,                 1.6745,                  2.386,              0.0056836,              0.0056836,              0.0056836
                    220,                0.86918,                0.74368,                 1.1693,                0.62602,                0.48225,                0.50478,                0.24611,                 1.9734,                 1.6806,                 2.3811,              0.0056638,              0.0056638,              0.0056638
                    221,                0.85087,                0.72752,                 1.1691,                0.61597,                0.48478,                0.50219,                0.24611,                   1.97,                 1.6784,                 2.3778,               0.005644,               0.005644,               0.005644
                    222,                0.85185,                0.72478,                 1.1644,                 0.6435,                 0.4738,                0.50391,                0.24485,                 1.9721,                 1.6893,                 2.3811,              0.0056242,              0.0056242,              0.0056242
                    223,                0.85035,                0.72902,                 1.1682,                0.62398,                0.48674,                0.50266,                0.24466,                 1.9722,                 1.6861,                 2.3859,              0.0056044,              0.0056044,              0.0056044
                    224,                0.85225,                0.72774,                 1.1661,                 0.6303,                0.47718,                0.49861,                0.24389,                 1.9701,                 1.6876,                 2.3836,              0.0055846,              0.0055846,              0.0055846
                    225,                0.83906,                0.71661,                 1.1551,                0.63155,                0.47844,                0.50163,                0.24665,                 1.9644,                 1.6758,                 2.3805,              0.0055648,              0.0055648,              0.0055648
                    226,                0.84919,                0.71668,                 1.1564,                0.63087,                0.48436,                0.50728,                0.24837,                 1.9586,                 1.6697,                 2.3729,               0.005545,               0.005545,               0.005545
                    227,                0.83746,                0.70166,                 1.1562,                0.64151,                0.47497,                0.50728,                0.24921,                 1.9512,                 1.6702,                 2.3675,              0.0055252,              0.0055252,              0.0055252
                    228,                0.84622,                0.72033,                 1.1557,                0.63932,                0.48267,                0.50988,                 0.2492,                 1.9471,                 1.6695,                 2.3584,              0.0055054,              0.0055054,              0.0055054
                    229,                0.84082,                0.71702,                  1.152,                0.65028,                0.47844,                0.51097,                0.24895,                 1.9475,                 1.6682,                 2.3572,              0.0054856,              0.0054856,              0.0054856
                    230,                0.83743,                0.71934,                 1.1559,                0.64797,                 0.4721,                0.51026,                 0.2492,                 1.9528,                 1.6623,                 2.3632,              0.0054658,              0.0054658,              0.0054658
                    231,                0.83084,                0.70397,                 1.1473,                0.63775,                0.49493,                0.51267,                0.24862,                 1.9588,                 1.6651,                 2.3719,               0.005446,               0.005446,               0.005446
                    232,                 0.8343,                0.71161,                 1.1505,                0.64299,                0.49535,                0.51558,                0.24999,                 1.9616,                  1.667,                 2.3763,              0.0054262,              0.0054262,              0.0054262
                    233,                0.83247,                0.70057,                  1.148,                0.62674,                0.49746,                0.51297,                0.25046,                 1.9639,                 1.6706,                 2.3792,              0.0054064,              0.0054064,              0.0054064
                    234,                0.83478,                0.70404,                 1.1472,                0.62749,                0.49493,                0.51414,                0.25074,                 1.9614,                 1.6726,                 2.3739,              0.0053866,              0.0053866,              0.0053866
                    235,                0.82118,                0.68544,                 1.1429,                0.59992,                0.50423,                0.50983,                0.25003,                 1.9598,                 1.6746,                 2.3741,              0.0053668,              0.0053668,              0.0053668
                    236,                0.82335,                0.68305,                  1.142,                0.62374,                0.49255,                0.51149,                 0.2507,                 1.9644,                 1.6736,                 2.3795,               0.005347,               0.005347,               0.005347
                    237,                 0.8391,                0.70635,                 1.1517,                0.61621,                0.49408,                0.50933,                0.25101,                 1.9649,                 1.6779,                 2.3831,              0.0053272,              0.0053272,              0.0053272
                    238,                0.81021,                0.69307,                 1.1398,                0.64791,                0.47422,                0.50896,                 0.2507,                 1.9653,                 1.6733,                 2.3896,              0.0053074,              0.0053074,              0.0053074
                    239,                0.81371,                0.68804,                 1.1432,                0.62597,                 0.4916,                0.50808,                   0.25,                 1.9631,                 1.6838,                 2.3898,              0.0052876,              0.0052876,              0.0052876
                    240,                0.81634,                0.69926,                 1.1434,                0.62692,                0.48732,                0.51112,                0.25016,                  1.958,                 1.6855,                 2.3796,              0.0052678,              0.0052678,              0.0052678
                    241,                0.82341,                0.70053,                 1.1505,                 0.6407,                0.48688,                 0.5129,                0.24972,                 1.9563,                 1.6846,                 2.3818,               0.005248,               0.005248,               0.005248
                    242,                0.81594,                0.70243,                 1.1432,                0.62047,                0.49682,                0.51176,                0.24987,                 1.9551,                 1.6876,                 2.3818,              0.0052282,              0.0052282,              0.0052282
                    243,                0.81592,                0.69068,                 1.1444,                0.61691,                0.49789,                0.51086,                0.24999,                 1.9518,                 1.6877,                 2.3789,              0.0052084,              0.0052084,              0.0052084
                    244,                0.83237,                 0.6985,                 1.1479,                 0.6239,                0.49451,                0.50821,                0.24946,                 1.9491,                 1.6861,                 2.3774,              0.0051886,              0.0051886,              0.0051886
                    245,                0.80885,                0.68011,                 1.1347,                0.63441,                0.48817,                0.50617,                0.24985,                 1.9474,                 1.6893,                 2.3728,              0.0051688,              0.0051688,              0.0051688
                    246,                0.81545,                0.69456,                 1.1427,                 0.6277,                0.49451,                0.50619,                0.24953,                 1.9433,                 1.6895,                 2.3735,               0.005149,               0.005149,               0.005149
                    247,                 0.8064,                0.68287,                 1.1325,                0.61801,                0.49239,                0.50721,                0.24931,                 1.9393,                 1.6892,                 2.3725,              0.0051292,              0.0051292,              0.0051292
                    248,                 0.8063,                0.67709,                 1.1358,                0.63513,                 0.4907,                0.51261,                   0.25,                 1.9417,                 1.6827,                 2.3775,              0.0051094,              0.0051094,              0.0051094
                    249,                0.81353,                0.68328,                 1.1371,                0.65117,                0.48183,                 0.5128,                0.25141,                 1.9422,                 1.6852,                 2.3766,              0.0050896,              0.0050896,              0.0050896
                    250,                0.81021,                0.67607,                 1.1322,                0.61422,                0.50254,                0.51077,                0.25064,                 1.9458,                 1.6815,                 2.3813,              0.0050698,              0.0050698,              0.0050698
                    251,                  0.807,                0.69175,                 1.1389,                0.60794,                0.51099,                0.51198,                  0.251,                 1.9481,                 1.6882,                 2.3819,                0.00505,                0.00505,                0.00505
                    252,                0.80885,                0.67623,                 1.1339,                0.59952,                0.51014,                0.50976,                0.24957,                 1.9472,                 1.6947,                 2.3809,              0.0050302,              0.0050302,              0.0050302
                    253,                0.79857,                 0.6793,                 1.1275,                0.61231,                 0.5038,                0.50776,                0.24884,                 1.9441,                 1.7035,                  2.377,              0.0050104,              0.0050104,              0.0050104
                    254,                0.80413,                0.66935,                 1.1364,                0.61534,                 0.5038,                0.50879,                 0.2497,                 1.9424,                 1.7055,                 2.3752,              0.0049906,              0.0049906,              0.0049906
                    255,                  0.799,                0.67393,                 1.1384,                0.61346,                0.50465,                0.51121,                0.24965,                 1.9415,                 1.7045,                 2.3749,              0.0049708,              0.0049708,              0.0049708
                    256,                0.77873,                0.65414,                 1.1169,                0.59841,                0.51479,                0.51048,                0.24967,                 1.9422,                 1.7043,                 2.3758,               0.004951,               0.004951,               0.004951
                    257,                0.78839,                0.65163,                 1.1256,                0.59002,                0.51691,                0.51145,                0.25061,                 1.9452,                 1.7029,                 2.3794,              0.0049312,              0.0049312,              0.0049312
                    258,                0.79015,                0.66238,                 1.1196,                0.61075,                0.49937,                0.51054,                0.25075,                 1.9487,                 1.7004,                 2.3838,              0.0049114,              0.0049114,              0.0049114
                    259,                0.78405,                0.64811,                 1.1196,                0.61694,                0.50101,                0.51161,                0.25145,                 1.9501,                 1.6942,                 2.3856,              0.0048916,              0.0048916,              0.0048916
                    260,                0.79073,                0.66359,                 1.1249,                0.62091,                 0.4962,                0.51125,                0.25036,                 1.9546,                 1.6921,                 2.3915,              0.0048718,              0.0048718,              0.0048718
                    261,                 0.7921,                0.66181,                 1.1243,                0.62134,                0.50085,                0.51159,                0.25171,                 1.9553,                  1.694,                 2.3925,               0.004852,               0.004852,               0.004852
                    262,                0.77599,                0.65272,                  1.112,                0.61178,                0.50507,                0.51129,                0.25296,                 1.9575,                 1.6946,                 2.3929,              0.0048322,              0.0048322,              0.0048322
                    263,                0.78619,                0.67385,                 1.1268,                0.61073,                0.50397,                0.51097,                0.25271,                 1.9623,                 1.6906,                 2.4002,              0.0048124,              0.0048124,              0.0048124
                    264,                0.78543,                0.65378,                 1.1212,                0.61246,                0.50096,                0.51031,                0.25196,                 1.9648,                 1.6925,                 2.4057,              0.0047926,              0.0047926,              0.0047926
                    265,                0.78242,                0.64994,                 1.1172,                0.61062,                0.50507,                0.51099,                0.25107,                 1.9672,                 1.6936,                 2.4063,              0.0047728,              0.0047728,              0.0047728
                    266,                0.77621,                 0.6438,                  1.117,                0.62744,                0.49324,                0.51211,                0.25097,                 1.9706,                  1.693,                 2.4108,               0.004753,               0.004753,               0.004753
                    267,                0.77402,                0.65113,                 1.1142,                0.62581,                0.49704,                0.51148,                0.25026,                 1.9693,                 1.6952,                 2.4089,              0.0047332,              0.0047332,              0.0047332
                    268,                0.77383,                0.65109,                 1.1167,                0.63574,                0.49281,                0.51181,                0.25072,                  1.966,                 1.6926,                 2.4062,              0.0047134,              0.0047134,              0.0047134
                    269,                0.77033,                0.64242,                  1.117,                0.63894,                 0.4899,                0.51378,                 0.2507,                 1.9669,                 1.6958,                 2.4059,              0.0046936,              0.0046936,              0.0046936
                    270,                0.76994,                0.65191,                 1.1136,                0.65241,                0.48352,                0.51374,                0.25146,                 1.9656,                 1.6991,                 2.4053,              0.0046738,              0.0046738,              0.0046738
                    271,                0.77185,                0.63892,                 1.1106,                0.65629,                0.48503,                0.51428,                0.25175,                 1.9634,                 1.6958,                 2.4058,               0.004654,               0.004654,               0.004654
                    272,                0.76498,                0.64355,                 1.1074,                0.65045,                0.48605,                0.51223,                0.25123,                 1.9623,                 1.6964,                 2.4057,              0.0046342,              0.0046342,              0.0046342
                    273,                 0.7643,                0.63428,                 1.1044,                0.65458,                0.48436,                0.51003,                0.25034,                 1.9595,                 1.6974,                 2.4019,              0.0046144,              0.0046144,              0.0046144
                    274,                0.75779,                 0.6312,                 1.1078,                0.65916,                 0.4869,                0.51341,                 0.2512,                 1.9592,                 1.6988,                 2.4033,              0.0045946,              0.0045946,              0.0045946
                    275,                 0.7583,                0.62622,                 1.1112,                 0.6629,                0.48521,                0.51482,                0.25166,                 1.9601,                  1.699,                 2.4082,              0.0045748,              0.0045748,              0.0045748
                    276,                0.76718,                0.63509,                 1.1085,                0.66886,                 0.4832,                0.51596,                0.25154,                 1.9621,                 1.7031,                 2.4117,               0.004555,               0.004555,               0.004555
                    277,                 0.7563,                0.62795,                 1.1066,                0.63531,                0.49662,                0.51485,                0.25145,                 1.9603,                 1.7032,                 2.4118,              0.0045352,              0.0045352,              0.0045352
                    278,                0.75198,                0.62443,                 1.0999,                0.64932,                 0.4907,                0.51412,                0.25088,                 1.9588,                 1.6995,                 2.4106,              0.0045154,              0.0045154,              0.0045154
                    279,                0.77162,                0.63756,                 1.1109,                0.64397,                0.49535,                0.51572,                0.25194,                 1.9595,                 1.6965,                 2.4153,              0.0044956,              0.0044956,              0.0044956
                    280,                0.74823,                0.63215,                 1.0949,                0.63647,                0.50296,                0.51594,                0.25208,                 1.9601,                  1.697,                 2.4192,              0.0044758,              0.0044758,              0.0044758
                    281,                0.76783,                0.63735,                 1.1157,                0.63672,                0.50003,                0.51654,                0.25285,                 1.9579,                 1.6965,                 2.4181,               0.004456,               0.004456,               0.004456
                    282,                0.75376,                 0.6234,                 1.0993,                 0.6333,                0.51057,                0.51617,                0.25323,                  1.959,                 1.6938,                 2.4212,              0.0044362,              0.0044362,              0.0044362
                    283,                0.74788,                0.62327,                 1.0975,                0.63767,                0.50805,                 0.5175,                0.25378,                 1.9609,                 1.6937,                 2.4253,              0.0044164,              0.0044164,              0.0044164
                    284,                 0.7546,                0.63364,                 1.1074,                 0.6401,                0.50845,                0.51866,                  0.254,                 1.9622,                 1.6906,                  2.427,              0.0043966,              0.0043966,              0.0043966
                    285,                0.75267,                0.62856,                 1.1032,                0.63539,                0.50761,                0.51912,                0.25465,                 1.9625,                 1.6868,                 2.4291,              0.0043768,              0.0043768,              0.0043768
                    286,                0.74568,                0.62601,                 1.0997,                0.63078,                0.51099,                0.51937,                0.25436,                 1.9631,                 1.6872,                 2.4295,               0.004357,               0.004357,               0.004357
                    287,                0.75136,                0.62544,                 1.0973,                0.63015,                 0.5093,                0.51831,                0.25379,                 1.9624,                 1.6893,                 2.4277,              0.0043372,              0.0043372,              0.0043372
                    288,                0.75302,                0.62652,                 1.1027,                0.62779,                0.50845,                0.51814,                0.25412,                 1.9616,                 1.6895,                 2.4273,              0.0043174,              0.0043174,              0.0043174
                    289,                0.74591,                0.62054,                 1.1026,                0.62829,                0.50794,                0.51704,                0.25376,                 1.9612,                 1.6928,                 2.4279,              0.0042976,              0.0042976,              0.0042976
                    290,                0.73975,                0.61154,                 1.0943,                0.62956,                0.50888,                0.51621,                0.25341,                 1.9605,                 1.6904,                 2.4283,              0.0042778,              0.0042778,              0.0042778
                    291,                0.73705,                0.61252,                 1.0908,                0.62378,                0.50972,                0.51659,                0.25424,                 1.9598,                 1.6902,                 2.4284,               0.004258,               0.004258,               0.004258
                    292,                0.72841,                0.61193,                 1.0924,                0.60795,                0.51318,                0.51534,                0.25494,                  1.961,                 1.6934,                 2.4301,              0.0042382,              0.0042382,              0.0042382
                    293,                0.73151,                0.61419,                 1.0876,                0.61942,                0.50507,                0.51776,                0.25432,                 1.9623,                  1.695,                 2.4315,              0.0042184,              0.0042184,              0.0042184
                    294,                 0.7243,                0.60753,                 1.0896,                 0.6051,                0.51733,                0.51702,                0.25313,                 1.9603,                 1.6963,                 2.4309,              0.0041986,              0.0041986,              0.0041986
                    295,                 0.7361,                0.60985,                 1.0947,                0.61012,                0.51606,                0.51595,                0.25421,                  1.962,                 1.6986,                 2.4354,              0.0041788,              0.0041788,              0.0041788
